freq,string
36145,alone who was
36137,females there were
36137,females there were
36136,who was 65
36136,who was 65
36134,who were 65
36134,who were 65
36131,% who were
36131,% who were
36090,% had children
36090,% had children
35966,was spread out
35966,was spread out
35947,with no husband
35947,with no husband
35946,no husband present
35946,no husband present
35945,a female householder
35945,a female householder
35944,householder with no
35944,householder with no
35940,female householder with
35940,female householder with
35865,population was spread
35865,population was spread
35847,% had someone
35847,% had someone
35840,the Republic of
35840,the Republic of
35670,% had a
35670,% had a
35649,had a female
35649,had a female
35606,the city was
35606,the city was
35584,[ 16 ]
35584,[ 16 ]
35495,the public domain
35495,the public domain
35415,is a town
35415,is a town
35392,name of the
35392,name of the
35292,of the original
35292,of the original
35256,article is about
35256,article is about
35006,is based on
35006,is based on
35002,known for his
35002,known for his
34804,president of the
34804,president of the
34791,in front of
34791,in front of
34356,of the New
34356,of the New
34249,% of families
34249,% of families
34242,can be found
34242,can be found
34076,He was born
34076,He was born
34071,of the year
34071,of the year
33992,at the 2000
33992,at the 2000
33858,of the series
33858,of the series
33769,It is located
33769,It is located
33753,club appearances and
33753,club appearances and
33654,of the University
33654,of the University
33511,best known for
33511,best known for
33451,the form of
33451,the form of
33405,because of the
33405,because of the
33399,Republic of China
33399,Republic of China
33376,or more races
33376,or more races
33330,from two or
33330,from two or
33316,of families and
33316,of families and
33152,% from two
33152,% from two
33076,people per square
33076,people per square
33015,Hispanic or Latino
33015,Hispanic or Latino
32991,of any race
32991,of any race
32847,were below the
32847,were below the
32761,There is a
32761,There is a
32719,of the British
32719,of the British
32690,Latino of any
32690,Latino of any
32684,or Latino of
32684,or Latino of
32674,UTC + 1
32674,UTC + 1
32636,at the same
32636,at the same
32589,is the first
32589,is the first
32525,an area of
32525,an area of
32469,half of the
32469,half of the
32451,[ 17 ]
32451,[ 17 ]
32407,that it was
32407,that it was
32316,GNIS feature ID
32316,GNIS feature ID
32310,of those under
32310,of those under
32282,of the U
32282,of the U
32274,according to the
32274,according to the
32186,the City of
32186,the City of
32076,is a small
32076,is a small
32070,a total of
32070,a total of
32025,commune in the
32025,commune in the
32009,a village in
32009,a village in
31882,to the north
31882,to the north
31847,text from the
31847,text from the
31771,there is no
31771,there is no
31720,was able to
31720,was able to
31655,found in the
31655,found in the
31590,population were below
31590,population were below
31538,the site of
31538,the site of
31532,beginning of the
31532,beginning of the
31487,was an American
31487,was an American
31357,the role of
31357,the role of
31350,for the domestic
31350,for the domestic
31319,the Soviet Union
31319,the Soviet Union
31259,the domestic league
31259,the domestic league
31236,appearances and goals
31236,appearances and goals
31216,much of the
31216,much of the
31203,_ _ _
31203,_ _ _
31199,counted for the
31199,counted for the
31159,domestic league only
31159,domestic league only
31123,1 Senior club
31123,Senior club appearances
31123,1 Senior club
31123,Senior club appearances
31090,from the album
31090,from the album
31023,The population was
31023,The population was
30952,is about the
30952,is about the
30680,This article incorporates
30680,This article incorporates
30660,was also a
30660,was also a
30597,a collection of
30597,a collection of
30468,He was also
30468,He was also
30334,of the game
30334,of the game
30321,during World War
30321,during World War
30256,returned to the
30256,returned to the
30066,% Native American
30066,% Native American
30065,the town was
30065,the town was
29941,[ 18 ]
29941,[ 18 ]
29903,use of the
29903,use of the
29788,served as a
29788,served as a
29713,role in the
29713,role in the
29699,to the south
29699,to the south
29658,can be used
29658,can be used
29654,history of the
29654,history of the
29609,in the country
29609,in the country
29602,considered to be
29602,considered to be
29566,He is a
29566,He is a
29522,Member of Parliament
29522,Member of Parliament
29504,Major League Baseball
29504,Major League Baseball
29395,around the world
29395,around the world
29272,leader of the
29272,leader of the
29238,well as a
29238,well as a
29196,is known as
29196,is known as
29114,in which he
29114,in which he
29001,the creation of
29001,the creation of
28945,led to the
28945,led to the
28906,e f g
28906,e f g
28891,in the public
28891,in the public
28842,article incorporates text
28842,article incorporates text
28838,[ 19 ]
28838,[ 19 ]
28636,along with the
28636,along with the
28628,is a member
28628,is a member
28552,was released on
28552,was released on
28424,under age 18
28424,under age 18
28381,Coat of arms
28381,Coat of arms
28370,those under age
28370,those under age
28336,65 or over
28336,65 or over
28311,head of the
28311,head of the
28307,age 65 or
28307,age 65 or
28305,of those age
28305,of those age
28289,those age 65
28289,those age 65
28269,of the two
28269,of the two
28206,located on the
28206,located on the
28085,where he was
28085,where he was
28009,that it is
28009,that it is
27818,similar to the
27818,similar to the
27810,of the new
27810,of the new
27800,the middle of
27800,the middle of
27799,and it is
27799,and it is
27713,incorporates text from
27713,incorporates text from
27619,between the two
27619,between the two
27586,that he had
27586,that he had
27550,% from other
27550,% from other
27546,from other races
27546,from other races
27536,was built in
27536,was built in
27375,can be seen
27375,can be seen
27348,United States and
27348,United States and
27331,United States Navy
27331,United States Navy
27233,National Park Service
27233,National Park Service
27168,has also been
27168,has also been
27157,in terms of
27157,in terms of
27032,be able to
27032,be able to
27007,of the country
27007,of the country
26985,in Los Angeles
26985,in Los Angeles
26932,a town in
26932,a town in
26853,in the district
26853,in the district
26692,of World War
26692,of World War
26609,the start of
26609,the start of
26585,any race were
26585,any race were
26567,has been a
26567,has been a
26566,the Department of
26566,the Department of
26564,was part of
26564,was part of
26533,can also be
26533,can also be
26505,be used to
26505,be used to
26436,the same year
26436,the same year
26423,Award for Best
26423,Award for Best
26387,was established in
26387,was established in
26307,from the University
26307,from the University
26276,in addition to
26276,in addition to
26271,elected to the
26271,elected to the
26227,is a list
26227,is a list
26204,He is the
26204,He is the
26143,portion of the
26143,portion of the
26140,House of Commons
26140,House of Commons
26041,[ 20 ]
26041,[ 20 ]
26039,in the form
26039,in the form
25935,the 19th century
25935,the 19th century
25880,It was the
25880,It was the
25848,part in the
25848,part in the
25843,place in the
25843,place in the
25840,University of California
25840,University of California
25817,the construction of
25817,the construction of
25803,Most of the
25803,Most of the
25789,involved in the
25789,involved in the
25720,up to the
25720,up to the
25718,the course of
25718,the course of
25698,and is the
25698,and is the
25661,Member of the
25661,Member of the
25542,is home to
25542,is home to
25475,it is not
25475,it is not
25447,of the state
25447,of the state
25441,to have a
25441,to have a
25374,in the second
25374,in the second
25339,the ability to
25339,the ability to
25329,a village and
25329,a village and
25311,the majority of
25311,the majority of
25310,became the first
25310,became the first
25276,United States Geological
25276,United States Geological
25245,States Geological Survey
25245,States Geological Survey
25159,the title of
25159,the title of
25152,to the west
25152,to the west
25111,in the film
25111,in the film
25107,of the season
25107,of the season
25057,top of the
25057,top of the
25001,Prime Minister of
25001,Prime Minister of
24999,This is the
24999,This is the
24995,Oxford University Press
24995,Oxford University Press
24954,the top of
24954,the top of
24947,it is a
24947,it is a
24940,is said to
24940,is said to
24931,the summer of
24931,the summer of
24890,is a municipality
24890,is a municipality
24863,and his wife
24863,and his wife
24763,and it was
24763,and it was
24733,in the US
24733,in the US
24637,control of the
24637,control of the
24609,to the east
24609,to the east
24497,one of his
24497,one of his
24494,that of the
24494,that of the
24446,At the end
24446,At the end
24395,when it was
24395,when it was
24324,a lot of
24324,a lot of
24308,of the Republic
24308,of the Republic
24293,is the name
24293,is the name
24292,appeared in the
24292,appeared in the
24284,[ 21 ]
24284,[ 21 ]
24276,to win the
24276,to win the
24246,Secretary of State
24246,Secretary of State
24219,associated with the
24219,associated with the
24171,in the mid
24171,in the mid
24108,Music Guide link
24108,Music Guide link
24094,Some of the
24094,Some of the
24081,He is also
24081,He is also
24079,he was the
24079,he was the
24026,at that time
24026,at that time
23943,the district of
23943,the district of
23826,was elected to
23826,was elected to
23816,in the final
23816,in the final
23781,the village of
23781,the village of
23647,of the war
23647,of the war
23645,It has been
23645,It has been
23560,which is a
23560,which is a
23479,used by the
23479,used by the
23464,s Republic of
23464,s Republic of
23452,responsible for the
23452,responsible for the
23400,was in the
23400,was in the
23301,refers to the
23301,refers to the
23264,in the middle
23264,in the middle
23212,and was a
23212,and was a
23074,and is a
23074,and is a
23036,At the time
23036,At the time
23015,the center of
23015,the center of
22980,DATE OF BIRTH
22980,DATE OF BIRTH
22978,PLACE OF BIRTH
22978,PLACE OF BIRTH
22976,DATE OF DEATH
22976,PLACE OF DEATH
22976,DATE OF DEATH
22976,PLACE OF DEATH
22973,north of the
22973,north of the
22951,an attempt to
22951,an attempt to
22936,served in the
22936,served in the
22928,2000 and 1990
22928,2000 and 1990
22925,US Gazetteer files
22925,US Gazetteer files
22908,time of the
22908,time of the
22899,^ US Gazetteer
22899,^ US Gazetteer
22858,the province of
22858,the province of
22808,has a population
22808,has a population
22769,the 20th century
22769,the 20th century
22757,[ 22 ]
22757,[ 22 ]
22737,the most important
22737,the most important
22726,site of the
22726,site of the
22705,is named after
22705,is named after
22661,the head of
22661,the head of
22616,was also the
22616,was also the
22615,of the song
22615,of the song
22611,municipality in the
22611,municipality in the
22592,south of the
22592,south of the
22555,New York State
22555,New York State
22519,it is the
22519,it is the
22504,to become a
22504,to become a
22476,the case of
22476,the case of
22462,in North America
22462,in North America
22352,Second World War
22352,Second World War
22335,on Geographic Names
22335,on Geographic Names
22334,Board on Geographic
22334,Board on Geographic
22300,of the band
22300,of the band
22293,and has been
22293,and has been
22292,addition to the
22292,addition to the
22258,served as the
22258,served as the
22234,is located on
22234,is located on
22203,related to the
22203,related to the
22194,was awarded the
22194,was awarded the
22176,in the village
22176,in the village
22066,is found in
22066,is found in
21983,there was a
21983,there was a
21942,of the main
21942,of the main
21910,added to the
21910,added to the
21877,% African American
21877,% African American
21873,There is also
21873,There is also
21861,director of the
21861,director of the
21849,of it is
21849,of it is
21848,is the most
21848,is the most
21815,to create a
21815,f g h
21815,to create a
21815,f g h
21777,in the region
21777,in the region
21753,and the other
21753,and the other
21680,is not a
21680,is not a
21650,prior to the
21650,prior to the
21589,He served as
21589,He served as
21574,US Board on
21574,US Board on
21546,until his death
21546,until his death
21522,of the House
21522,of the House
21517,said to have
21517,said to have
21490,& & &
21490,& & &
21477,the fall of
21477,the fall of
21461,the following year
21461,the following year
21444,front of the
21444,front of the
21407,development of the
21407,development of the
21370,away from the
21370,away from the
21344,Chairman of the
21344,Chairman of the
21313,the presence of
21313,the presence of
21250,worked as a
21250,worked as a
21172,large number of
21172,large number of
21152,result of the
21152,result of the
21128,is the second
21128,is the second
21116,a municipality in
21116,a municipality in
21096,and one of
21096,and one of
21090,is used to
21090,is used to
21034,^ American FactFinder
21034,^ American FactFinder
21021,station database for
21021,station database for
20968,[ 23 ]
20968,[ 23 ]
20959,may have been
20959,may have been
20954,it has been
20954,it has been
20938,In the early
20938,In the early
20918,under the name
20918,under the name
20875,the release of
20875,United States Congress
20875,the release of
20875,United States Congress
20851,had a population
20851,had a population
20815,the United Nations
20815,the United Nations
20801,that can be
20801,that can be
20796,the Province of
20796,the Province of
20762,the other hand
20762,the other hand
20712,which is the
20712,which is the
20660,the first to
20660,the first to
20622,and the first
20622,and the first
20614,of his life
20614,of his life
20579,of the time
20579,of the time
20576,founder of the
20576,founder of the
20564,named after the
20564,named after the
20522,of the best
20522,of the best
20497,and was the
20497,and was the
20487,it was the
20487,it was the
20474,in the National
20474,in the National
20473,Cambridge University Press
20473,Cambridge University Press
20432,of the film
20432,of the film
20397,was replaced by
20397,was replaced by
20391,that he is
20391,that he is
20378,who had been
20378,who had been
20330,in the province
20330,in the province
20290,west of the
20290,west of the
20248,The Best of
20248,The Best of
20240,be found in
20240,moved to the
20240,be found in
20240,moved to the
20231,and as a
20231,and as a
20229,to the public
20229,to the public
20226,to make a
20226,to make a
20174,close to the
20174,close to the
20154,States of America
20154,States of America
20101,in the series
20101,in the series
20095,to return to
20095,to return to
20083,he was appointed
20083,he was appointed
20054,had to be
20054,had to be
20020,of the European
20020,of the European
19965,correct as of
19965,Bosnia and Herzegovina
19965,correct as of
19965,Bosnia and Herzegovina
19954,and commune in
19954,and commune in
19928,as a member
19928,as a member
19851,United States of
19851,United States of
19850,was published in
19850,was published in
19841,A History of
19841,A History of
19809,is land and
19809,is land and
19788,section of the
19788,section of the
19756,was the only
19756,was the only
19723,said to be
19723,said to be
19687,was forced to
19687,was forced to
19675,to use the
19675,to use the
19616,of the village
19616,of the village
19614,[ 24 ]
19614,[ 24 ]
19604,and the United
19604,and the United
19602,city was $
19602,city was $
19564,and he was
19564,was to be
19564,and he was
19564,was to be
19559,the Second World
19559,the Second World
19529,of the largest
19529,of the largest
19523,FIFA World Cup
19523,FIFA World Cup
19522,the story of
19522,the story of
19452,the daughter of
19452,the daughter of
19445,National Football League
19445,National Football League
19444,based on a
19444,based on a
19440,a set of
19440,a set of
19418,now in the
19418,now in the
19403,in the year
19403,in the year
19338,for many years
19338,for many years
19330,and on the
19330,and on the
19321,home to the
19321,home to the
19278,It has a
19278,It has a
19242,it is land
19242,it is land
19234,to make the
19234,to make the
19156,He died in
19156,He died in
19154,known as a
19154,known as a
19139,depending on the
19139,depending on the
19090,the subject of
19090,the subject of
19079,of the French
19079,of the French
19004,of the three
19004,of the three
18968,It was released
18968,It was released
18964,subtropical or tropical
18964,subtropical or tropical
18958,the first of
18958,the first of
18954,included in the
18954,included in the
18916,on the island
18916,on the island
18881,it was a
18881,it was a
18866,the help of
18866,the help of
18862,in the field
18862,in the field
18853,participated in the
18853,participated in the
18850,United States Army
18850,United States Army
18827,majority of the
18827,majority of the
18767,due to a
18767,due to a
18761,a b American
18761,a b American
18740,east of the
18740,east of the
18733,High School in
18733,High School in
18713,be confused with
18713,be confused with
18687,would have been
18687,would have been
18678,in the game
18678,in the game
18677,in the past
18677,in the past
18674,Medal of Honor
18674,Medal of Honor
18669,in the north
18669,in the north
18659,on the other
18659,on the other
18649,[ 25 ]
18649,[ 25 ]
18641,the work of
18641,the work of
18611,was known as
18611,was known as
18581,in World War
18581,in World War
18537,took part in
18537,took part in
18535,is the largest
18535,is the largest
18517,the Los Angeles
18517,the Los Angeles
18488,as the first
18488,as the first
18456,b American FactFinder
18456,b American FactFinder
18427,in love with
18427,in love with
18411,to join the
18411,to join the
18386,as opposed to
18386,as opposed to
18377,of more than
18377,of more than
18373,a type of
18373,a type of
18371,of New Zealand
18371,of New Zealand
18356,a form of
18356,a form of
18318,is known for
18318,is known for
18300,is best known
18300,is best known
18294,is on the
18294,is on the
18277,to be used
18277,to be used
18258,played in the
18258,played in the
18251,in the summer
18251,in the summer
18169,village and commune
18169,village and commune
18143,middle of the
18143,middle of the
18075,start of the
18075,start of the
18048,of the State
18048,of the State
18019,the Order of
18019,the Order of
18015,league only and
18015,league only and
17962,the right to
17962,the right to
17956,the home of
17956,the home of
17951,chairman of the
17951,chairman of the
17944,the field of
17944,the field of
17935,He has also
17935,He has also
17919,[ 26 ]
17919,[ 26 ]
17910,of the show
17910,of the show
17857,and has a
17857,is also known
17857,and has a
17857,is also known
17855,by the United
17855,by the United
17844,in the south
17844,in the south
17840,in charge of
17840,in charge of
17819,in the New
17819,in the New
17810,is endemic to
17810,is endemic to
17798,which had been
17798,which had been
17762,In order to
17762,In order to
17755,is a city
17755,is a city
17714,of Parliament for
17714,of Parliament for
17709,a period of
17709,a period of
17708,of a new
17708,of a new
17677,derived from the
17677,derived from the
17663,Many of the
17663,Many of the
17657,This was the
17657,This was the
17650,the Supreme Court
17650,his death in
17650,the Supreme Court
17650,his death in
17644,to New York
17644,to New York
17632,American Civil War
17632,American Civil War
17609,and to the
17609,and to the
17607,the basis of
17607,the basis of
17593,at the beginning
17593,at the beginning
17591,Battle of the
17591,Battle of the
17577,to that of
17577,to that of
17541,^ US Board
17541,^ US Board
17525,the Kingdom of
17525,the Kingdom of
17518,of the school
17518,of the school
17507,the formation of
17507,the formation of
17505,and at the
17505,and at the
17496,and that the
17496,and that the
17494,the establishment of
17494,the establishment of
17431,more than a
17431,more than a
17414,A & M
17414,A & M
17374,up in the
17374,up in the
17346,the author of
17346,the author of
17340,There are also
17340,There are also
17336,which can be
17336,which can be
17335,on the same
17335,on the same
17273,Player of the
17273,Player of the
17256,in the 1970s
17256,in the 1970s
17165,to form the
17165,to form the
17116,that he would
17116,that he would
17114,but it is
17114,but it is
17113,the result of
17113,the result of
17100,of the other
17100,of the other
17099,can refer to
17099,can refer to
17093,grew up in
17093,grew up in
17082,with the same
17082,with the same
17060,the National Register
17060,the National Register
17045,the State of
17045,the State of
17041,the amount of
17041,the amount of
17032,the idea of
17032,the idea of
17009,a city in
17009,a city in
16997,at the Battle
16997,at the Battle
16988,in the 1980s
16988,in the 1980s
16967,of the area
16967,of the area
16925,as it is
16925,as it is
16914,It is found
16914,It is found
16895,0.0 sq mi
16895,0.0 sq mi
16884,of the former
16884,of the former
16864,g h i
16864,g h i
16863,of the Roman
16863,has been the
16863,construction of the
16863,of the Roman
16863,has been the
16863,construction of the
16788,to become the
16788,to become the
16777,the Church of
16777,the Church of
16742,Due to the
16742,Due to the
16717,Republic of the
16717,Republic of the
16714,of the 20th
16714,of the 20th
16697,also has a
16697,also has a
16694,the Royal Navy
16694,the Royal Navy
16662,of the island
16662,of the island
16636,to do so
16636,to do so
16626,he did not
16626,he did not
16619,of one of
16619,of one of
16604,– current squad
16604,– current squad
16559,to be an
16559,to be an
16551,[ 27 ]
16551,[ 27 ]
16468,of the City
16468,of the City
16467,of the North
16467,of the North
16421,Republic of Ireland
16421,Republic of Ireland
16412,the introduction of
16412,the introduction of
16411,center of the
16411,center of the
16407,the free dictionary
16407,the free dictionary
16400,the island of
16400,the island of
16395,in the West
16395,in the West
16368,in the 1960s
16368,in the 1960s
16357,played for the
16357,played for the
16348,It was a
16348,It was a
16347,was formed in
16347,was formed in
16294,what is now
16294,what is now
16272,such as a
16272,such as a
16264,known for its
16264,known for its
16253,he returned to
16253,he returned to
16249,Institute of Technology
16249,Institute of Technology
16231,a reference to
16231,a reference to
16225,of the few
16225,of the few
16218,area of the
16218,area of the
16205,the process of
16205,the process of
16179,in the process
16179,in the process
16175,to the U
16175,to the U
16161,believed to be
16161,believed to be
16150,each of the
16150,each of the
16117,was educated at
16117,was educated at
16084,it was not
16084,it was not
16073,first time in
16073,first time in
16029,refer to the
16029,refer to the
16027,A number of
16027,A number of
16026,Order of the
16026,Order of the
16018,The University of
16018,The University of
16004,It was also
16004,It was also
16003,There is no
16003,There is no
15984,the position of
15984,the position of
15966,in favor of
15966,in favor of
15955,of the Holy
15955,of the Holy
15927,he became a
15927,he became a
15924,return to the
15924,return to the
15895,in the case
15895,in the case
15887,the rank of
15887,the rank of
15874,reference to the
15874,reference to the
15863,the village was
15863,the village was
15848,the most popular
15848,the most popular
15846,at least one
15846,at least one
15838,town was $
15838,town was $
15826,the location of
15826,the location of
15808,At the same
15808,At the same
15798,It is endemic
15798,It is endemic
15755,in the history
15755,in the history
15753,The song was
15753,The song was
15724,from the public
